Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Nolan Gorman","STL",2,8,0,1,3,0,0,0.25,0,0.333333333,0.25,0.25,0.25,0.2274630218744278,0.20650000870227814,41.32391438540153,-0.0392432501539588,-0.5978017915353847,0.12625253573060036,-0.02309774530630909,"Nolan Gorman",22263,669357
"Matt Chapman","SFG",3,12,0,0,1,0,0.25,0.166666666,0,0.142857142,0.111111111,0.333333333,0.111111111,0.25368928412596387,0.3396338224411011,58.78718578289389,0.026009587571024895,-0.5624695812644099,-0.05209569912403822,-0.025154790528190467,"Matt Chapman",16505,656305
"Jeff McNeil","ATH",2,8,0,1,0,1,0.125,0.25,0,0.2,0.142857142,0.25,0.142857142,0.20266564935445786,0.2565252557396889,20.368755018209,0.18240548286121339,-0.5527869168464924,-0.022424578201025724,-0.028579970295206782,"Jeff McNeil",15362,643446
"Xavier Edwards","MIA",2,8,0,2,0,0,0,0,0,0.25,0.25,0.25,0.25,0.2274630218744278,0.3713750019669533,37.87706763749633,-0.033989996649324894,-0.6253602989331556,0.09427632112056017,-0.029189830431019765,"Xavier Edwards",22266,669364
"Colson Montgomery","CHW",2,8,0,0,0,0,0.125,0.5,0,0.333333333,0.142857142,0.25,0.142857142,0.20266564935445786,0.20327524445019662,22.96416481194024,-0.11861294228583574,-0.8298433211195181,0.22937552630901337,-0.031164403763647874,"Colson Montgomery",29712,695657
"Ryan McMahon","NYY",3,10,0,1,2,0,0.2,0.3,0,0.2,0.125,0.3,0.125,0.23327983021736146,0.27094039916992185,45.09428240160864,-0.04170219646766782,-0.6753458480278276,-0.012082629837095737,-0.03249283328338078,"Ryan McMahon",15112,641857
"José Ramírez","CLE",3,14,0,1,3,1,0,0.142857142,0.142857143,0.166666666,0.142857142,0.142857142,0.285714285,0.1848301887512207,0.26885714701243807,12.349434234137453,0.2462717778980732,-1.1698815441149915,0.29539739509345964,-0.03649370303972607,"Jose Ramirez",13510,608070
"Xander Bogaerts","SDP",3,12,0,0,1,0,0,0,0.083333333,0.25,0.25,0.25,0.333333333,0.2594596246878306,0.3957500110069911,63.90517404686555,-0.18610309157520533,-0.701502332798188,-0.028144262731075287,-0.03693086244819569,"Xander Bogaerts",12161,593428
"Masyn Winn","STL",2,9,0,1,0,0,0,0.333333333,0.111111111,0.166666666,0.111111111,0.111111111,0.222222222,0.14375681347317165,0.1896666685740153,-13.639806320053498,0.07331476360559464,-1.143685216380376,0.46871962770819664,-0.04076860249645144,"Masyn Winn",27479,691026
"Samuel Basallo","BAL",2,8,0,1,0,0,0.125,0.375,0,0.25,0.142857142,0.25,0.142857142,0.20266564935445786,0.174150250852108,24.687777581881164,-0.030714034102857113,-0.7260312244790504,-0.060781998094171286,-0.05023280906135217,"Samuel Basallo",28824,694212
"Ryan Jeffers","MIN",2,8,0,0,0,0,0.125,0.375,0,0.25,0.142857142,0.25,0.142857142,0.20266564935445786,0.26315024495124817,22.4569437912488,0.007088680751621723,-0.708824596603484,-0.08478689938783646,-0.050928464621122486,"Ryan Jeffers",24618,680777
"James Wood","WSN",2,9,1,1,1,0,0,0.555555555,0.333333333,0,0.111111111,0.111111111,0.444444444,0.2344534926944309,0.12166666198107931,43.811860605757104,0.03256680443882942,-0.5691674534114117,-0.2051493525505066,-0.050935040712007516,"James Wood",29518,695578
"Moisés Ballesteros","CHC",2,7,0,1,0,0,0.142857142,0.428571428,0,0.333333333,0.166666666,0.285714285,0.166666666,0.23161788497652328,0.23388599551149777,43.70068594451942,-0.030720567796379328,-0.49966212395069287,-0.22385114431381226,-0.052025171173387535,"Moises Ballesteros",28820,694208
"Josh Smith","TEX",2,8,0,0,0,0,0.125,0.25,0,0.2,0.142857142,0.25,0.142857142,0.20266564935445786,0.18827524408698082,24.648305681561595,0.0009611737914383411,-0.6947204393829117,-0.16694308910518885,-0.05789211139561434,"Josh Smith",26396,669701
"Julio Rodríguez","SEA",3,13,0,0,1,0,0.153846153,0.461538461,0,0.2,0.09090909,0.23076923,0.09090909,0.1794460232441242,0.19910800227752098,14.120327579979723,0.01118033705279231,-1.2772509063481357,0.2253265455365181,-0.05843590637030716,"Julio Rodriguez",23697,677594
"Trea Turner","PHI",2,9,0,2,0,0,0,0.222222222,0,0.285714285,0.222222222,0.222222222,0.222222222,0.20218935277726915,0.239555557568868,21.01549457658174,0.022736295126378536,-0.823130524188494,-0.05257664620876312,-0.061310141327820936,"Trea Turner",16252,607208
"Denzel Clarke","ATH",2,7,0,1,1,0,0,0.571428571,0,0.333333333,0.142857142,0.142857142,0.142857142,0.12997886964253016,0.10299999799047198,-28.842443580733228,0.006589500466361642,-1.0342517816112466,0.16897493414580822,-0.06204690945637187,"Denzel Clarke",29858,672016
"Jakob Marsee","MIA",2,8,0,0,0,1,0,0.375,0.125,0.2,0.125,0.125,0.25,0.16172641515731812,0.13162500225007534,-5.287335107919805,0.2336464524269104,-0.768621161505153,-0.11122144013643265,-0.06487769715297065,"Jakob Marsee",31370,805300
"Kyle Schwarber","PHI",2,9,1,1,2,0,0,0.555555555,0.333333333,0,0.111111111,0.111111111,0.444444444,0.2344534926944309,0.11822222338782416,42.20098617963933,-0.10352924093604088,-0.7225147966178174,-0.21909232437610626,-0.06805356928397142,"Kyle Schwarber",16478,656941
"Rafael Devers","SFG",3,12,0,0,0,0,0,0.333333333,0.083333333,0.375,0.25,0.25,0.333333333,0.2594596246878306,0.25625000707805157,62.57614472722285,-0.06796854268759489,-0.6023450385397127,-0.4385252706706524,-0.06877784673956595,"Rafael Devers",17350,646240
"Addison Barger","TOR",2,7,0,0,1,0,0.142857142,0.142857142,0,0,0,0.142857142,0,0.1016390153339931,0.25131456766809734,-44.56197538562149,-0.03875998640432954,-1.206589993491701,0.2430057544261217,-0.07210653479463665,"Addison Barger",24598,680718
"Luisangel Acuña","CHW",2,7,0,0,0,0,0,0,0,0.142857142,0.142857142,0.142857142,0.142857142,0.12997886964253016,0.38128570147923063,-26.247033787001993,0.0653305291198194,-0.9545439846930184,-0.026180250570178032,-0.07386044095815918,"Luisangel Acuna",26548,682668
"Isaac Paredes","HOU",3,13,0,2,2,0,0.153846153,0.307692307,0.090909091,0.142857142,0.09090909,0.23076923,0.181818181,0.2089813489180345,0.2235695364383551,28.08340847544526,-0.00498410128057003,-1.0839307347278802,-0.13698349706828594,-0.07572834756314036,"Isaac Paredes",20036,670623
"Adolis García","PHI",2,8,0,1,1,0,0,0.375,0.125,0.2,0.125,0.125,0.25,0.16172641515731812,0.22300000116229057,-5.553545459304821,0.01396122295409441,-0.9908405420552395,0.000674121081829071,-0.0761669427559735,"Adolis Garcia",19287,666969
"Pete Alonso","BAL",2,9,0,0,0,0,0.111111111,0.444444444,0,0.25,0.125,0.222222222,0.125,0.1801472438706292,0.23768910434510973,9.442120410273706,-0.05274192523211241,-0.9933230743293158,-0.11237102188169956,-0.07907828390652093,"Pete Alonso",19251,624413
"Taylor Ward","BAL",2,9,0,0,0,0,0.222222222,0.222222222,0,0,0,0.222222222,0,0.15810513496398926,0.2692671020825704,-5.48106924323865,0.016396302729845047,-1.0791848412445415,-0.06742249429225922,-0.08326486491831508,"Taylor Ward",17548,621493
"Carson Williams","TBR",2,9,0,2,2,0,0,0.222222222,0,0.285714285,0.222222222,0.222222222,0.222222222,0.20218935277726915,0.24877777364518908,22.008578084057874,0.017120301723480225,-0.7929390942978017,-0.373932134360075,-0.08533843405055086,"Carson Williams",30038,700246
"Matt Shaw","CHC",2,7,0,1,1,0,0,0.142857142,0,0.166666666,0.166666666,0.142857142,0.166666666,0.12997886964253016,0.274714286838259,-23.038192309476692,0.018639275338500738,-1.0061995230731644,-0.04624208249151707,-0.08568383897567121,"Matt Shaw",33322,807713
"Jared Triolo","PIT",2,10,0,1,0,0,0,0.1,0.1,0.222222222,0.2,0.2,0.3,0.22036634087562562,0.2151000142097473,32.681264961319364,0.05672902939841151,-0.7443097169876671,-0.40133967250585556,-0.08578847738466436,"Jared Triolo",25807,669707
"Ronald Acuña Jr.","ATL",2,9,0,0,0,0,0.111111111,0.333333333,0,0.2,0.125,0.222222222,0.125,0.1801472438706292,0.18957800335354275,7.667862707373211,0.008494414389133453,-0.9803158702809802,-0.1481156013906002,-0.08717098193515936,"Ronald Acuna Jr.",18401,660670
"Wyatt Langford","TEX",2,9,0,1,0,0,0,0.333333333,0,0.166666666,0.111111111,0.111111111,0.111111111,0.10109467638863458,0.375111096435123,-44.118385349719496,0.12108642747625709,-1.3758019395262242,0.14557044953107834,-0.09182197999773635,"Wyatt Langford",33333,694671
"Willi Castro","COL",2,8,0,2,0,0,0,0.375,0,0.2,0.125,0.125,0.125,0.1137315109372139,0.15425000339746475,-48.965165168385624,-0.014895071741193533,-1.4329474946587044,0.28076680190861225,-0.09274558294769317,"Willi Castro",17338,650489
"Danny Jansen","TEX",2,8,0,0,1,0,0,0.375,0,0.2,0.125,0.125,0.125,0.1137315109372139,0.15162499994039536,-35.562857410571226,-0.039516004268079996,-1.2910948596997815,0.08263372047804296,-0.09337931103951974,"Danny Jansen",16535,643376
"Luke Keaschall","MIN",2,8,0,0,1,0,0,0.125,0,0.142857142,0.142857142,0.125,0.142857142,0.1137315109372139,0.23274999856948853,-37.75421930088402,0.03205169504508376,-1.2397588245673734,0.01158578135073185,-0.09539639607926036,"Luke Keaschall",33321,807712
"Gunnar Henderson","BAL",2,9,0,0,0,1,0,0.555555555,0,0,0,0.111111111,0,0.08260774612426758,0.12429855267206828,-56.595137174403796,0.21523143397644162,-1.4112469545838495,0.13991697318851948,-0.09602751753386964,"Gunnar Henderson",26289,683002
"Yainer Diaz","HOU",3,13,0,1,2,0,0.076923076,0.384615384,0,0.285714285,0.166666666,0.23076923,0.166666666,0.19470594479487494,0.13878476390471825,18.418518241359358,-0.07029622001573443,-1.2942427840721633,-0.14197733160108328,-0.09776022624157199,"Yainer Diaz",23003,673237
"Max Muncy","ATH",2,8,0,1,0,1,0,0.625,0,0.333333333,0.125,0.125,0.125,0.1137315109372139,0.0625,-39.84240807392382,0.20588825643062592,-1.0852013855344314,-0.2307661548256874,-0.10438025511212959,"Max Muncy",29779,691777
"Alex Bregman","CHC",2,10,0,0,0,0,0.1,0.2,0,0.142857142,0.111111111,0.2,0.111111111,0.16213251948356627,0.24432020187377929,-1.9252514263822067,-0.06759658548980951,-1.280425014021066,-0.052263448014855385,-0.10492786215286282,"Alex Bregman",17678,608324
"Iván Herrera","STL",2,9,0,0,2,0,0,0.111111111,0.125,0.125,0.125,0.111111111,0.25,0.14375681347317165,0.36666666136847603,-13.639806320053498,-0.007912398548796773,-1.2249123785347673,-0.09641930740326643,-0.10691012719785126,"Ivan Herrera",20599,671056
"Jake McCarthy","COL",2,7,0,0,0,1,0,0.285714285,0,0.2,0.142857142,0.142857142,0.142857142,0.12997886964253016,0.2140000036784581,-38.29671771225948,-0.07406853744760156,-1.2260022528586068,-0.052342874463647604,-0.10880015560747645,"Jake McCarthy",21622,664983
"Everson Pereira","CHW",2,7,0,0,0,0,0.142857142,0.714285714,0,0,0,0.142857142,0,0.1016390153339931,0.12417171682630267,-45.43399191294645,-0.00922869611531496,-1.1841032048053362,-0.1966133415699005,-0.11479096227989463,"Everson Pereira",23695,677592
"Spencer Steer","CIN",2,9,0,0,0,0,0.222222222,0.333333333,0,0,0,0.222222222,0,0.15810513496398926,0.3601754903793335,-11.16146957951557,0.0026362151838839054,-1.187822574163847,-0.26647235453128815,-0.12051602584011846,"Spencer Steer",26323,668715
"Spencer Torkelson","DET",3,13,0,2,2,0,0.153846153,0.384615384,0,0.333333333,0.181818181,0.307692307,0.181818181,0.24943464535933274,0.32995415192383987,54.63473610469968,-0.47874999791383743,-1.1593537044809241,-0.5067749843001366,-0.12128637285043338,"Spencer Torkelson",27465,679529
"Kyle Manzardo","CLE",3,14,0,0,1,0,0.071428571,0.571428571,0,0.4,0.153846153,0.214285714,0.153846153,0.18079837730952672,0.24822872025626047,9.619773154680775,-0.03614823194220662,-1.4964041626705238,-0.21367864310741425,-0.12199906823461243,"Kyle Manzardo",29794,700932
"Brenton Doyle","COL",2,8,0,0,0,1,0.125,0.25,0,0,0,0.125,0,0.08893413841724396,0.2287752479314804,-65.24777888902217,0.21934278635308146,-1.3537096314416128,-0.08794519864022732,-0.12236697071189273,"Brenton Doyle",25479,686668
"Marcell Ozuna","PIT",2,10,0,0,0,0,0.1,0.1,0,0.125,0.111111111,0.2,0.111111111,0.16213251948356627,0.30252020955085757,-5.556609573163442,-0.0022103022783994675,-1.2582489690279635,-0.24755656719207764,-0.1226426329102057,"Marcell Ozuna",10324,542303
"Caleb Durbin","BOS",2,9,0,0,0,0,0.111111111,0.111111111,0,0,0,0.111111111,0,0.07905256748199463,0.27913355827331543,-64.71560579828656,0.01785441068932414,-1.6929673806103347,0.15739233698695898,-0.12306725768192164,"Caleb Durbin",29646,702332
"Corbin Carroll","ARI",3,12,0,2,1,0,0,0.166666666,0,0.2,0.181818181,0.166666666,0.181818181,0.15164201458295187,0.17550000051657358,-11.556540353711933,0.13791370298713446,-1.4550059117636676,-0.11710559204220772,-0.123138839284458,"Corbin Carroll",25878,682998
"Vinnie Pasquantino","KCR",2,8,0,0,0,0,0,0.125,0,0,0,0.125,0,0.09293371438980103,0.28346087038517,-54.12299836489536,-0.01191171444952488,-1.434846355794696,-0.07196637988090515,-0.12390911384017424,"Vinnie Pasquantino",27676,686469
"Jung Hoo Lee","SFG",3,11,0,1,0,0,0.09090909,0.181818181,0.1,0.125,0.1,0.181818181,0.2,0.1822985844178633,0.3253820077939467,11.910155337154992,-0.11349639156833291,-1.266514441703667,-0.32550789043307304,-0.12832066420646657,"Jung Hoo Lee",33824,808982
"Riley Greene","DET",3,14,0,2,1,0,0.142857142,0.214285714,0,0.111111111,0.083333333,0.214285714,0.083333333,0.16662845015525818,0.18831456984792436,-1.4276198499939112,0.015439515467733145,-1.6233070178762623,-0.17479897825978696,-0.13100632904856016,"Riley Greene",25976,682985
"Ke'Bryan Hayes","CIN",2,7,0,1,0,0,0,0,0,0,0,0,0,0,0.201142851795469,-100,-0.0022210346069186926,-1.7928624698332563,0.27588040567934513,-0.13321946057858083,"Ke'Bryan Hayes",18577,663647
"Josh Bell","MIN",2,8,0,0,1,0,0.125,0.5,0,0,0,0.125,0,0.08893413841724396,0.2160252407193184,-54.54280766108545,-0.04631041223183274,-1.4731209267214733,-0.14213158190250397,-0.13500556823562992,"Josh Bell",13145,605137
"George Springer","TOR",2,10,0,0,1,0,0,0.3,0.1,0.142857142,0.1,0.1,0.2,0.1293811321258545,0.1406000018119812,-25.77970405086166,0.0010368339717388153,-1.4505335024713142,-0.24392671883106232,-0.13554064970724608,"George Springer",12856,543807
"Bo Bichette","NYM",2,10,0,1,1,0,0,0.5,0,0.2,0.111111111,0.1,0.111111111,0.09098520874977112,0.17610000371932982,-47.15191114282353,-0.06849095458164811,-1.819480220236055,0.10987522080540657,-0.1434970794647133,"Bo Bichette",19612,666182
"Brent Rooker","ATH",2,9,0,0,1,0,0,0.666666666,0,0.333333333,0.111111111,0.111111111,0.111111111,0.10109467638863458,0.1478888856040107,-48.39793601307209,-0.007239277227199636,-1.548577279079706,-0.18997170531656593,-0.14383722995330023,"Brent Rooker",19627,667670
"TJ Friedl","CIN",2,10,0,2,0,1,0,0.5,0,0.2,0.1,0.1,0.1,0.09098520874977112,0.18233333693610299,-55.23419666475856,0.19916296051815152,-1.6479989955277958,-0.0892302324064076,-0.14632381898532512,"TJ Friedl",19522,670770
"Jonathan India","KCR",2,8,0,0,0,0,0.125,0.375,0,0,0,0.125,0,0.08893413841724396,0.2016502432525158,-56.830835034467405,0.015426434110850096,-1.432508204905768,-0.3373060766607523,-0.15082160711238213,"Jonathan India",21523,663697
"Carlos Santana","ARI",3,10,0,1,0,0,0.1,0.3,0.111111111,0.166666666,0.111111111,0.2,0.222222222,0.20052844285964966,0.1707201935350895,20.54358747918791,-0.0072705855127424,-0.9527379214844471,-0.8599333837628365,-0.15404367626316692,"Carlos Santana",2396,467793
"Jacob Wilson","ATH",2,9,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0.20144444041781956,-100,0.036013899371027946,-2.216221339616013,0.36137212812900543,-0.1557380310247655,"Jacob Wilson",33266,805779
"Harrison Bader","SFG",3,10,0,0,0,0,0,0.4,0,0.166666666,0.1,0.1,0.1,0.09098520874977112,0.09030000357888639,-48.04863353588152,-0.02529532602056861,-1.786954866171054,-0.05075186863541603,-0.15660550846569654,"Harrison Bader",18030,664056
"Patrick Bailey","SFG",3,10,0,0,0,0,0.1,0.2,0,0,0,0.1,0,0.07114731073379517,0.2575201988220215,-61.074724512390766,-0.04765571327880025,-1.9643152483064692,0.09515610337257385,-0.15982397919019994,"Patrick Bailey",27478,672275
"Teoscar Hernández","LAD",3,10,0,1,0,0,0,0.3,0,0.142857142,0.1,0.1,0.1,0.09098520874977112,0.2570999950170517,-49.91006477404706,0.05019100150093436,-1.733618071682922,-0.1704966016113758,-0.1634009179440732,"Teoscar Hernandez",13066,606192
"Eugenio Suárez","CIN",2,9,0,0,1,0,0,0.444444444,0,0.2,0.111111111,0.111111111,0.111111111,0.10109467638863458,0.06342857291123696,-48.59605158094675,0.011643060017377138,-1.5797129767105222,-0.3191702142357826,-0.16600997370345044,"Eugenio Suarez",12552,553993
"Casey Schmitt","SFG",3,10,0,0,0,0,0,0.2,0,0,0,0.1,0,0.07434697151184082,0.22756869196891785,-58.97374222307634,-0.06034093955531716,-1.9520004769115389,0.0011579692363739014,-0.16818249641023744,"Casey Schmitt",27577,669477
"Nolan Arenado","ARI",3,11,0,0,0,0,0,0.454545454,0,0.166666666,0.09090909,0.09090909,0.09090909,0.08271382613615556,0.10645454851063815,-56.816620470610765,-0.015285195549950004,-2.0678758733502973,0.008198479190468788,-0.17617499779137374,"Nolan Arenado",9777,571448
"Bryce Harper","PHI",2,9,0,0,1,0,0,0.222222222,0,0.142857142,0.111111111,0.111111111,0.111111111,0.10109467638863458,0.2429999974038866,-45.36595626153659,0.01612434582784772,-1.5406397106215597,-0.5227750390768051,-0.1828462035171611,"Bryce Harper",11579,547180
"Josh Jung","TEX",2,8,0,0,0,0,0,0.25,0,0,0,0,0,0,0.17337500303983688,-100,-0.007922008633613586,-1.97039810119985,-0.18010161817073822,-0.1897764894839812,"Josh Jung",26299,673962
"Isaac Collins","KCR",2,7,0,0,0,0,0.142857142,0.285714285,0,0,0,0.142857142,0,0.1016390153339931,0.14402885735034943,-48.22924030701986,-0.47257981123402715,-1.670035465091399,-0.4896848499774933,-0.19450507047258137,"Isaac Collins",25477,686555
"Cedric Mullins","TBR",2,9,0,0,0,0,0,0,0,0,0,0,0,0,0.17355555295944214,-100,-0.0007050589774735272,-2.232558929267825,-0.09791347291320562,-0.20440772943394464,"Cedric Mullins",17929,656775
"Willy Adames","SFG",3,11,0,0,0,0,0,0.454545454,0,0.166666666,0.09090909,0.09090909,0.09090909,0.08271382613615556,0.16336363554000854,-53.47984314990938,-0.1386346505023539,-2.147549868381341,-0.2286650389432907,-0.20856573399253053,"Willy Adames",15986,642715
"Josh Naylor","SEA",3,13,0,0,0,0,0.153846153,0.153846153,0,0,0,0.153846153,0,0.05928942561149597,0.20326683421929678,-67.22940634009575,-0.030406325589865446,-2.539307278194567,-0.11167426407337189,-0.22206466182890697,"Josh Naylor",18839,647304
"Kerry Carpenter","DET",3,13,0,1,0,0,0.153846153,0.461538461,0,0,0,0.153846153,0,0.10945740112891564,0.19241569133905265,-40.13418875971167,-0.10512174014002085,-2.207519920976177,-0.910038661211729,-0.26980868327667723,"Kerry Carpenter",25961,681481